Ticker,signal_date,entry_date,exit_date,entry_price,exit_price,size,gross_pnl,net_pnl
VALE3,2018-01-03,2018-01-04,2018-01-10,41.810001373291016,42.470001220703125,239.17722247165915,157.85693033574717,145.8151203343739
VALE3,2018-01-04,2018-01-05,2018-01-11,41.56999969482422,43.29999923706055,240.55809654588657,416.1653969056262,404.12382690593137
VALE3,2018-01-05,2018-01-08,2018-01-12,42.400001525878906,43.54999923706055,235.84904811610642,271.225865517891,259.1834655163651
VALE3,2018-01-23,2018-01-24,2018-01-30,41.209999084472656,41.470001220703125,242.65955404419938,63.092002428224724,51.05079242914025
VALE3,2018-01-24,2018-01-25,2018-01-31,41.77999877929688,41.45000076293945,239.34897779258122,-78.98468788873012,-91.02646788750941
VALE3,2018-01-25,2018-01-26,2018-02-01,41.84999847412109,41.790000915527344,238.94863475762685,-14.336334714765586,-26.378184713239705
VALE3,2018-01-26,2018-01-29,2018-02-02,41.09999847412109,40.79999923706055,243.30901146618223,-72.99251780980879,-85.03361780828291
VALE3,2018-01-29,2018-01-30,2018-02-05,41.70000076293945,40.34999847412109,239.80814908970987,-323.7415501484044,-335.7832501491673
VALE3,2018-01-30,2018-01-31,2018-02-06,41.75,42.470001220703125,239.52095808383234,172.45538220434133,160.41363220434133
VALE3,2018-01-31,2018-02-01,2018-02-07,41.59999847412109,41.709999084472656,240.3846242018709,26.44245538133849,14.40085538286437
VALE3,2018-02-01,2018-02-02,2018-02-08,41.650001525878906,41.59000015258789,240.0960296192685,-14.406091498876474,-26.447741500402355
VALE3,2018-02-02,2018-02-05,2018-02-09,40.59999847412109,42.0,246.305427976164,344.8279749988884,332.7873750004143
VALE3,2018-02-05,2018-02-06,2018-02-14,40.0099983215332,44.5099983215332,249.93752610626942,1124.7188674782124,1112.678857479891
VALE3,2018-02-07,2018-02-08,2018-02-16,41.68999862670898,46.02999877929688,239.86568312318036,1041.0171013552049,1028.9754113565782
VALE3,2018-02-08,2018-02-09,2018-02-19,41.400001525878906,46.45000076293945,241.5458848171553,1219.806534041749,1207.765134040223
VALE3,2018-02-09,2018-02-14,2018-02-20,43.400001525878906,45.5099983215332,230.4147384427422,486.17435978570893,474.13095978418306
VALE3,2018-03-02,2018-03-05,2018-03-09,43.47999954223633,42.09999847412109,229.99080278936142,-317.38755350600064,-329.43103350554287
VALE3,2018-03-05,2018-03-06,2018-03-12,44.5,42.459999084472656,224.7191011235955,-458.42717202861655,-470.4716720286166
VALE3,2018-03-06,2018-03-07,2018-03-13,42.5099983215332,42.130001068115234,235.23877663703777,-89.39008901947739,-101.43259901779892
VALE3,2018-03-07,2018-03-08,2018-03-14,42.68000030517578,42.59999847412109,234.3017790181999,-18.74457134082842,-30.787251341133594
VALE3,2018-03-08,2018-03-09,2018-03-15,40.970001220703125,42.400001525878906,244.081027631182,349.03594400020853,336.9949739989878
VALE3,2018-03-09,2018-03-12,2018-03-16,42.290000915527344,42.29999923706055,236.46251557134315,2.3642282612323395,-9.678061739683187
VALE3,2018-03-12,2018-03-13,2018-03-19,42.7400016784668,41.09999847412109,233.97284995985822,-383.7162236640656,-395.75896366574403
VALE3,2018-03-13,2018-03-14,2018-03-20,42.84999847412109,41.59999847412109,233.3722370151173,-291.7152962688966,-303.75814626737076
VALE3,2018-03-14,2018-03-15,2018-03-21,42.70000076293945,42.5,234.1920332863152,-46.83858533160484,-58.88128533236778
VALE3,2018-03-15,2018-03-16,2018-03-22,42.400001525878906,41.93000030517578,235.84904811610642,-110.84934051624008,-122.89174051776595
VALE3,2018-03-16,2018-03-19,2018-03-23,41.52000045776367,41.59999847412109,240.84778154500566,19.26734476768442,7.225824767226657
VALE3,2018-03-19,2018-03-20,2018-03-26,41.09999847412109,42.0,243.30901146618223,218.97848157965402,206.9373815811799
VALE3,2018-03-20,2018-03-21,2018-03-27,41.75,40.86000061035156,239.52095808383234,-213.17350650261977,-225.21525650261978
VALE3,2018-03-21,2018-03-22,2018-03-28,41.93999862670898,41.540000915527344,238.43586856084497,-95.3738016879428,-107.4157416865695
VALE3,2018-03-22,2018-03-23,2018-03-29,41.2400016784668,42.209999084472656,242.48301631911514,235.20789683001814,223.16665682833968
VALE3,2018-03-23,2018-03-26,2018-04-02,42.0,43.0,238.0952380952381,238.0952380952381,226.0532380952381
VALE3,2018-03-26,2018-03-27,2018-04-03,42.38999938964844,42.869998931884766,235.90469790008967,113.23414700344232,101.19175700405266
VALE3,2018-03-27,2018-03-28,2018-04-04,40.61000061035156,42.54999923706055,246.2447635977376,477.71450321388943,465.6738932132791
VALE3,2018-03-28,2018-03-29,2018-04-05,41.869998931884766,43.25,238.83449379275763,329.59185653676684,317.54998653783497
VALE3,2018-03-29,2018-04-02,2018-04-06,42.31999969482422,42.7400016784668,236.2948977342032,99.24432577298549,87.20200577329067
VALE3,2018-05-29,2018-05-30,2018-06-06,50.209999084472656,56.06999969482422,199.16351687591407,1167.09833045262,1155.0481204535356
VALE3,2018-06-11,2018-06-12,2018-06-18,50.5,49.209999084472656,198.01980198019803,-255.44572584699878,-267.4962258469988
VALE3,2018-06-15,2018-06-18,2018-06-22,48.619998931884766,48.0099983215332,205.67668078334833,-125.46290081292597,-137.51152081185785
VALE3,2018-06-18,2018-06-19,2018-06-25,47.70000076293945,47.15999984741211,209.64360251686844,-113.2077372935595,-125.25543729432245
VALE3,2018-06-19,2018-06-20,2018-06-26,49.04999923706055,48.34000015258789,203.87360154012669,-144.75007044163306,-156.79912044087013
VALE3,2018-06-20,2018-06-21,2018-06-27,48.5099983215332,48.150001525878906,206.14307041855903,-74.21084479701933,-86.25935479534087
VALE3,2018-06-21,2018-06-22,2018-06-28,48.150001525878906,49.06999969482422,207.68431325231333,191.06918791079298,179.0210379092671
VALE3,2018-06-22,2018-06-25,2018-06-29,47.70000076293945,49.59000015258789,209.64360251686844,396.226280800581,384.17858079981806
VALE3,2018-06-25,2018-06-26,2018-07-02,47.5,48.7599983215332,210.52631578947367,265.2628045333059,253.21530453330587
VALE3,2018-06-26,2018-06-27,2018-07-03,48.47999954223633,47.959999084472656,206.27062901037954,-107.2608215085979,-119.30930150814014
VALE3,2018-06-27,2018-06-28,2018-07-04,47.84999847412109,48.02999877929688,208.9864225472931,37.6176198361105,25.56976983763638
VALE3,2018-06-28,2018-06-29,2018-07-05,49.70000076293945,49.70000076293945,201.2072403720535,0.0,-12.04970000076294
VALE3,2018-06-29,2018-07-02,2018-07-06,48.88999938964844,50.34000015258789,204.5408084442995,296.58432829648683,284.5354382970972
VALE3,2018-07-02,2018-07-03,2018-07-10,49.29999923706055,49.52999877929688,202.8397597313277,46.65305188553359,34.603751886296536
VALE3,2018-07-03,2018-07-04,2018-07-11,48.16999816894531,48.86000061035156,207.59809798886175,143.24319444360853,131.19502444543957
VALE3,2018-07-04,2018-07-05,2018-07-12,48.54999923706055,50.45000076293945,205.9732267177158,391.3494450538619,379.30089505462485
VALE3,2018-07-11,2018-07-12,2018-07-18,49.34999847412109,51.45000076293945,202.63425145279294,425.53239184386155,413.48304184538745
VALE3,2018-07-20,2018-07-23,2018-07-27,49.08000183105469,53.45000076293945,203.74897365371814,890.3827972393656,878.3337172375345
VALE3,2018-08-15,2018-08-16,2018-08-22,50.900001525878906,53.29999923706055,196.4636483343863,471.51230633292187,459.461406331396
VALE3,2018-08-16,2018-08-17,2018-08-23,49.52999877929688,53.34999847412109,201.8978446690355,771.2497050213802,759.2001750226009
VALE3,2018-08-17,2018-08-20,2018-08-24,51.09999847412109,54.150001525878906,195.6947220862319,596.8694995759057,584.8183995774316
VALE3,2018-09-05,2018-09-06,2018-09-13,52.790000915527344,53.77999877929688,189.42981296783154,187.5351101724164,175.48232017150087
VALE3,2018-10-10,2018-10-11,2018-10-18,56.43999862670898,56.5,177.17930976822743,10.631001904849164,-1.425438093777545
VALE3,2018-10-11,2018-10-15,2018-10-19,56.95000076293945,56.52999877929688,175.59262275739175,-73.7492498711062,-85.80619987186914
VALE3,2018-10-18,2018-10-19,2018-10-25,57.09999847412109,54.61000061035156,175.13135319140522,-436.07669532566507,-448.1337953241392
VALE3,2018-10-19,2018-10-22,2018-10-26,57.70000076293945,55.59999847412109,173.31022301169486,-363.95186500018076,-376.0095650009437
VALE3,2018-10-23,2018-10-24,2018-10-30,57.400001525878906,53.869998931884766,174.2160232433353,-614.983013964317,-627.040413965843
VALE3,2018-10-24,2018-10-25,2018-10-31,55.970001220703125,56.709999084472656,178.66713921565955,132.2133013454015,120.1573313441808
VALE3,2018-10-25,2018-10-26,2018-11-01,54.900001525878906,57.5,182.14935741461088,473.588051340126,461.53315133860013
VALE3,2018-10-26,2018-10-29,2018-11-05,54.02999877929688,57.52999877929688,185.08236583251195,647.7882804137919,635.7342504150126
VALE3,2018-10-29,2018-10-30,2018-11-06,53.59999847412109,57.22999954223633,186.56716949027816,677.239024524947,665.1854245264728
VALE3,2018-10-30,2018-10-31,2018-11-07,54.34999847412109,57.59000015258789,183.99264545999077,596.1364801159177,584.0821301174436
VALE3,2018-11-09,2018-11-12,2018-11-19,55.09999847412109,55.369998931884766,181.48820829272287,49.00189931774509,36.94679931927097
VALE3,2018-11-12,2018-11-13,2018-11-21,54.900001525878906,54.52999877929688,182.14935741461088,-67.39576253155681,-79.45066253308269
VALE3,2018-11-14,2018-11-16,2018-11-23,55.84999847412109,50.34999847412109,179.0510344352766,-984.7806893940212,-996.8365393924954
VALE3,2018-11-19,2018-11-21,2018-11-27,54.150001525878906,49.91999816894531,184.67220162904124,-781.164032823162,-793.2181828246878
VALE3,2018-11-21,2018-11-22,2018-11-28,54.68999862670898,52.29999923706055,182.84878864700312,-437.0084932642923,-449.06318326291904
VALE3,2018-11-22,2018-11-23,2018-11-29,53.38999938964844,52.0,187.30099483647604,-260.34826850324686,-272.4016585026365
VALE3,2018-11-23,2018-11-26,2018-11-30,49.95000076293945,52.79999923706055,200.20019714232976,570.570256374382,558.5203063736191
VALE3,2018-11-26,2018-11-27,2018-12-03,49.68999862670898,54.11000061035156,201.24774152488865,889.5154167435982,877.4657267449714
VALE3,2018-11-27,2018-11-28,2018-12-04,50.5,52.880001068115234,198.01980198019803,471.28734022083853,459.23684022083853
VALE3,2018-11-28,2018-11-29,2018-12-05,51.91999816894531,52.79999923706055,192.60401295586442,169.49173712444113,157.43981712627217
VALE3,2018-11-29,2018-11-30,2018-12-06,51.560001373291016,52.29999923706055,193.94879235166536,143.52169202091278,131.47013201953948
VALE3,2018-11-30,2018-12-03,2018-12-07,55.59999847412109,51.290000915527344,179.8561200438608,-775.1794382871833,-787.2350382856574
VALE3,2018-12-04,2018-12-05,2018-12-11,53.29999923706055,50.59999847412109,187.61726347355744,-506.5667545192188,-518.620054518456
VALE3,2018-12-05,2018-12-06,2018-12-12,51.70000076293945,50.369998931884766,193.4235948245553,-257.2537352858385,-269.30543528660144
VALE3,2018-12-06,2018-12-07,2018-12-13,52.47999954223633,50.59999847412109,190.5487821498916,-358.23191396985465,-370.2843939693969
VALE3,2018-12-07,2018-12-10,2018-12-14,51.119998931884766,50.880001068115234,195.6181574519314,-46.94793990299535,-58.99905990192724
VALE3,2018-12-10,2018-12-11,2018-12-17,51.150001525878906,51.25,195.50341547772166,19.550043233234387,7.498893231708508
VALE3,2018-12-11,2018-12-12,2018-12-18,51.150001525878906,51.43999862670898,195.50341547772166,56.695423690916115,44.64427368939024
