entry_date,exit_date,entry_price,exit_price,qty,pnl
2018-01-02 00:00:00,2018-01-04 00:00:00,16.198095534324644,41.83090637397766,308.0,7888.905738613129
2018-01-05 00:00:00,2018-01-09 00:00:00,16.708350763320922,43.60179183197021,535.0,14381.990971727368
2018-01-10 00:00:00,2018-01-12 00:00:00,16.92846007633209,17.048520915985108,953.0,108.41798018932604
2018-01-12 00:00:00,2018-01-17 00:00:00,17.048520915985108,17.928960076332093,949.0,829.536763169288
2018-01-17 00:00:00,2018-01-19 00:00:00,17.928960076332093,43.22160076332092,925.0,23389.692635464668
2018-01-22 00:00:00,2018-01-25 00:00:00,18.26913022899628,41.80088877868653,1548.0,36421.162234920506
2018-01-25 00:00:00,2018-01-30 00:00:00,19.349670152664185,19.779885457992552,2403.0,1027.807378704063
2018-01-30 00:00:00,2018-02-01 00:00:00,19.779885457992552,41.62079847335814,2377.0,51909.850237524
2018-02-05 00:00:00,2018-02-08 00:00:00,19.659824618339545,41.71084362602233,3712.0,81847.38255651851
2018-02-08 00:00:00,2018-02-15 00:00:00,19.559774236679075,45.03250332069397,5824.0,148347.17418530275
2018-02-15 00:00:00,2018-02-20 00:00:00,19.50975,19.889939160346984,9643.0,3660.164073225955
2018-02-20 00:00:00,2018-02-22 00:00:00,19.889939160346984,45.25261454200744,9550.0,242207.5498948574
2018-02-23 00:00:00,2018-02-28 00:00:00,20.96047576332092,21.640814160346984,14843.0,10092.262827057799
2018-02-28 00:00:00,2018-03-02 00:00:00,21.640814160346984,20.71035076332092,14610.0,-13600.070230550831
2018-03-02 00:00:00,2018-03-07 00:00:00,20.71035076332092,42.53125332069397,14937.0,325932.8214994813
2018-03-07 00:00:00,2018-03-12 00:00:00,21.700845534324646,22.551270915985107,21769.0,18506.91013336659
2018-03-12 00:00:00,2018-03-14 00:00:00,22.551270915985107,22.311149236679075,21358.0,-5134.518826618209
2018-03-14 00:00:00,2018-03-19 00:00:00,22.311149236679075,21.280635457992553,21473.0,-22134.222369735653
2018-03-19 00:00:00,2018-03-21 00:00:00,21.280635457992553,21.260624999999997,21992.0,-446.06999217229895
2018-03-21 00:00:00,2018-03-26 00:00:00,21.260624999999997,42.021,22002.0,456763.7707500001
2018-03-26 00:00:00,2018-03-29 00:00:00,22.08103469467163,21.27063022899628,31533.0,-25560.484016140923
2018-04-02 00:00:00,2018-04-04 00:00:00,21.370680610656734,41.820899236679075,31983.0,654053.3423160724
2018-04-05 00:00:00,2018-04-09 00:00:00,21.160574618339545,43.09153469467163,47762.0,1047460.5151657731
2018-04-11 00:00:00,2018-04-16 00:00:00,21.36067538166046,21.060524236679075,71845.0,-21570.359011187684
2018-04-16 00:00:00,2018-04-18 00:00:00,21.060524236679075,47.0235,72357.0,1878597.0373066121
2018-04-19 00:00:00,2018-04-23 00:00:00,22.08103469467163,47.24361122131347,111572.0,2807432.9882304836
2018-04-24 00:00:00,2018-04-27 00:00:00,22.61130038166046,48.924451526641846,171067.0,4501305.826918531
2018-04-27 00:00:00,2018-05-03 00:00:00,22.851420152664183,48.83440637397766,267809.0,6958471.556943741
2018-05-03 00:00:00,2018-05-08 00:00:00,22.551270915985107,49.274625,425732.0,11376980.980895828
2018-05-08 00:00:00,2018-05-11 00:00:00,23.071529465675354,51.795885457992554,662814.0,19038899.292691734
2018-05-11 00:00:00,2018-05-16 00:00:00,25.8429149236679,55.357666831970214,960276.0,28342301.903496914
2018-05-16 00:00:00,2018-05-21 00:00:00,26.883435839653014,55.037503320693965,1450505.0,40837609.65158731
2018-05-21 00:00:00,2018-05-24 00:00:00,26.11305038166046,51.345659694671625,2275628.0,57420026.26574896
2018-05-28 00:00:00,2018-05-30 00:00:00,19.20960076332092,50.23510408401489,4588744.0,142368086.20981455
2018-06-01 00:00:00,2018-06-05 00:00:00,19.569779465675353,17.36868061065674,8143555.0,-17924775.58628109
2018-06-05 00:00:00,2018-06-08 00:00:00,17.36868061065674,15.817905419826507,8659305.0,-13428641.363832176
2018-06-08 00:00:00,2018-06-12 00:00:00,15.817905419826507,50.52525,9083569.0,315266553.30078197
2018-06-13 00:00:00,2018-06-15 00:00:00,15.42771007633209,51.425701526641845,19535960.0,703255315.0535934
2018-06-18 00:00:00,2018-06-20 00:00:00,14.777385457992553,49.074524236679075,44202582.0,1516022083.2302709
2018-06-21 00:00:00,2018-06-25 00:00:00,16.098045152664184,47.72385076332092,87686959.0,2773170713.923627
2018-06-26 00:00:00,2018-06-28 00:00:00,15.907949618339536,16.72835931301117,175941422.0,144344042.30311298
2018-06-28 00:00:00,2018-07-03 00:00:00,16.72835931301117,49.32464923667907,171629227.0,5594476036.667011
2018-07-03 00:00:00,2018-07-06 00:00:00,17.748869771003722,17.978984313011168,319440736.0,73507952.66316128
2018-07-06 00:00:00,2018-07-11 00:00:00,17.978984313011168,17.49874477100372,317397483.0,-152426827.8702364
2018-07-11 00:00:00,2018-07-16 00:00:00,17.49874477100372,17.95897576332092,321750669.0,148079623.67259312
2018-07-16 00:00:00,2018-07-18 00:00:00,17.95897576332092,18.259124999999997,317630011.0,95336399.34801674
2018-07-18 00:00:00,2018-07-23 00:00:00,18.259124999999997,49.10454183197021,315020665.0,9716943716.609451
2018-07-23 00:00:00,2018-07-26 00:00:00,19.309649236679075,19.959975763320923,549616550.0,357430215.9463749
2018-07-26 00:00:00,2018-07-30 00:00:00,19.959975763320923,19.959975763320923,540667353.0,-6.0
2018-07-30 00:00:00,2018-08-02 00:00:00,19.959975763320923,19.99999477100372,540667352.0,21636964.913526535
2018-08-02 00:00:00,2018-08-06 00:00:00,19.99999477100372,21.160574618339545,540126698.0,626860154.7068424
2018-08-06 00:00:00,2018-08-09 00:00:00,21.160574618339545,20.27013022899628,525322120.0,-467770140.35190964
2018-08-09 00:00:00,2018-08-13 00:00:00,20.27013022899628,19.50975,536854761.0,-408213752.10692215
2018-08-14 00:00:00,2018-08-16 00:00:00,20.29014068698883,50.925451526641844,526260864.0,16122165145.38436
2018-08-17 00:00:00,2018-08-22 00:00:00,18.759375,51.67582652664184,999128174.0,32887754102.373177
2018-08-22 00:00:00,2018-08-27 00:00:00,17.70885076332092,54.197083168029785,1987431005.0,72517844392.7641
2018-08-28 00:00:00,2018-08-30 00:00:00,18.76938022899628,19.159574618339544,3807913200.0,1485826359.74617
2018-08-30 00:00:00,2018-09-04 00:00:00,19.159574618339544,19.139564160346985,3769157552.0,-75422574.8616333
2018-09-04 00:00:00,2018-09-06 00:00:00,19.139564160346985,18.99949477100372,3771126898.0,-528219447.7388153
2018-09-10 00:00:00,2018-09-12 00:00:00,19.369680610656733,53.0265,3712682975.0,124957100333.46465
2018-09-13 00:00:00,2018-09-17 00:00:00,19.03951568698883,55.32764923667907,7060225432.0,256202403361.3355
2018-09-18 00:00:00,2018-09-20 00:00:00,19.50975,59.23960408401489,13459348539.0,534737953514.369
