date,equity
2018-01-04,9998.87483469963
2018-01-05,10003.770445116043
2018-01-06,10003.770445116043
2018-01-07,10003.770445116043
2018-01-08,10017.083728533744
2018-01-09,10016.476003986358
2018-01-10,9974.204910266877
2018-01-11,9985.028716197014
2018-01-12,9967.949319479942
2018-01-13,9967.949319479942
2018-01-14,9967.949319479942
2018-01-15,9959.189374588012
2018-01-16,9969.426667367934
2018-01-17,10004.782552823066
2018-01-18,9982.995716079711
2018-01-19,9972.308964674949
2018-01-20,9972.308964674949
2018-01-21,9972.308964674949
2018-01-22,9973.300057000159
2018-01-23,9947.88112126541
2018-01-24,9998.771789728162
2018-01-25,9986.517269727705
2018-01-26,10000.777561396599
2018-01-27,10000.777561396599
2018-01-28,10000.777561396599
2018-01-29,9991.208848608017
2018-01-30,9946.919249795914
2018-01-31,9929.298763279916
2018-02-01,9944.49411045456
2018-02-02,9888.18053686619
2018-02-03,9888.18053686619
2018-02-04,9888.18053686619
2018-02-05,9822.405367215157
2018-02-06,9860.538282567979
2018-02-07,9809.159216337206
2018-02-08,9768.662123003009
2018-02-09,9736.477770880703
2018-02-10,9736.477770880703
2018-02-11,9736.477770880703
2018-02-12,9736.477770880703
2018-02-13,9736.477770880703
2018-02-14,9736.530257762914
2018-02-15,9732.214101737027
2018-02-16,9708.575020549779
2018-02-17,9708.575020549779
2018-02-18,9708.575020549779
2018-02-19,9706.393176023488
2018-02-20,9696.129344512943
2018-02-21,9676.286388490682
2018-02-22,9678.91172441197
2018-02-23,9678.594509847648
2018-02-24,9678.594509847648
2018-02-25,9678.594509847648
2018-02-26,9678.374984201439
2018-02-27,9665.875315963753
2018-02-28,9651.675291708
2018-03-01,9626.567533169755
2018-03-02,9630.820888976104
2018-03-03,9630.820888976104
2018-03-04,9630.820888976104
2018-03-05,9637.308341252334
2018-03-06,9615.05286226178
2018-03-07,9596.321529244431
2018-03-08,9578.59955861951
2018-03-09,9578.335467690478
2018-03-10,9578.335467690478
2018-03-11,9578.335467690478
2018-03-12,9553.068490164767
2018-03-13,9519.642398047457
2018-03-14,9504.055587430012
2018-03-15,9448.66297910024
2018-03-16,9426.63194374944
2018-03-17,9426.63194374944
2018-03-18,9426.63194374944
2018-03-19,9383.204027796759
2018-03-20,9366.935644064917
2018-03-21,9373.273605944649
2018-03-22,9338.050927893653
2018-03-23,9314.479430180565
2018-03-24,9314.479430180565
2018-03-25,9314.479430180565
2018-03-26,9298.385158713356
2018-03-27,9249.762800580038
2018-03-28,9223.124355799688
2018-03-29,9207.914274367347
2018-03-30,9207.914274367347
2018-03-31,9207.914274367347
2018-04-01,9207.914274367347
2018-04-02,9172.584826890004
2018-04-03,9140.957905646337
2018-04-04,9108.414406261456
2018-04-05,9104.915894233716
2018-04-06,9085.307779479994
2018-04-07,9085.307779479994
2018-04-08,9085.307779479994
2018-04-09,9049.031901765837
2018-04-10,9061.584243691457
2018-04-11,9061.754777670872
2018-04-12,9046.084389639866
2018-04-13,9019.795888865481
2018-04-14,9019.795888865481
2018-04-15,9019.795888865481
2018-04-16,8991.170890309344
2018-04-17,8990.865696185121
2018-04-18,8999.91620452977
2018-04-19,8998.163437558183
2018-04-20,8991.670180762301
2018-04-21,8991.670180762301
2018-04-22,8991.670180762301
2018-04-23,8984.756441466341
2018-04-24,8969.501438719759
2018-04-25,8939.610212769518
2018-04-26,8952.85630858136
2018-04-27,8941.859650343904
2018-04-28,8941.859650343904
2018-04-29,8941.859650343904
2018-04-30,8937.40255446721
2018-05-01,8937.40255446721
2018-05-02,8915.966771931657
2018-05-03,8899.691810166367
2018-05-04,8882.15764100743
2018-05-05,8882.15764100743
2018-05-06,8882.15764100743
2018-05-07,8879.621960410124
2018-05-08,8872.824058194166
2018-05-09,8912.97149558354
2018-05-10,8925.593952233321
2018-05-11,8905.395985888486
2018-05-12,8905.395985888486
2018-05-13,8905.395985888486
2018-05-14,8910.025548951155
2018-05-15,8909.01589553929
2018-05-16,8908.080781776434
2018-05-17,8870.18787851811
2018-05-18,8855.819045665747
2018-05-19,8855.819045665747
2018-05-20,8855.819045665747
2018-05-21,8832.779787274367
2018-05-22,8816.325504301078
2018-05-23,8784.094273527153
2018-05-24,8733.844074179657
2018-05-25,8715.873389797218
2018-05-26,8715.873389797218
2018-05-27,8715.873389797218
2018-05-28,8662.26922937394
2018-05-29,8682.793269762047
2018-05-30,8669.062115867622
2018-05-31,8669.062115867622
2018-06-01,8618.508317546852
2018-06-02,8618.508317546852
2018-06-03,8618.508317546852
2018-06-04,8621.774743454942
2018-06-05,8600.002491282472
