Ticker,signal_date,entry_date,exit_date,entry_price,exit_price,size,net_pnl
PETR4,2018-03-02,2018-03-05,2018-03-09,21.489999771118164,22.37880438995362,6,-6.667172286987274
VALE3,2018-03-02,2018-03-05,2018-03-09,43.47999954223633,42.07894847488403,1,-13.401051067352299
PETR4,2018-03-05,2018-03-06,2018-03-12,22.5,22.3188349237442,6,-13.08699045753481
VALE3,2018-03-05,2018-03-06,2018-03-12,44.5,42.43876908493042,1,-14.06123091506958
PETR4,2018-03-06,2018-03-07,2018-03-13,21.690000534057617,22.098945610046385,6,-9.54632954406739
VALE3,2018-03-06,2018-03-07,2018-03-13,42.5099983215332,42.108936067581176,1,-12.401062253952027
PETR4,2018-03-07,2018-03-08,2018-03-14,21.850000381469727,22.36880916118622,6,-8.887147321701036
VALE3,2018-03-07,2018-03-08,2018-03-14,42.68000030517578,42.57869847488403,1,-12.101301830291753
PETR4,2018-03-08,2018-03-09,2018-03-15,21.780000686645508,21.299344466209412,6,-14.883937322616575
VALE3,2018-03-08,2018-03-09,2018-03-15,40.970001220703125,42.37880152511597,1,-10.591199695587157
PETR4,2018-03-09,2018-03-12,2018-03-16,22.540000915527344,21.419285305023195,6,-18.724293663024895
VALE3,2018-03-09,2018-03-12,2018-03-16,42.290000915527344,42.27884923744202,1,-12.011151678085326
PETR4,2018-03-12,2018-03-13,2018-03-19,22.450000762939453,20.919535305023196,6,-21.182792747497544
VALE3,2018-03-12,2018-03-13,2018-03-19,42.7400016784668,41.07944847488403,1,-13.660553203582765
PETR4,2018-03-13,2018-03-14,2018-03-20,22.299999237060547,21.149419847488403,6,-18.903476337432863
VALE3,2018-03-13,2018-03-14,2018-03-20,42.84999847412109,41.57919847488403,1,-13.270799999237056
PETR4,2018-03-14,2018-03-15,2018-03-21,22.049999237060547,22.03897423744202,6,-12.066149997711165
VALE3,2018-03-14,2018-03-15,2018-03-21,42.70000076293945,42.478750000000005,1,-12.221250762939448
PETR4,2018-03-15,2018-03-16,2018-03-22,21.46999931335449,21.70913931369781,6,-10.565159997940064
VALE3,2018-03-15,2018-03-16,2018-03-22,42.400001525878906,41.909035305023195,1,-12.49096622085571
PETR4,2018-03-16,2018-03-19,2018-03-23,21.270000457763672,21.739125,6,-9.185252746582023
VALE3,2018-03-16,2018-03-19,2018-03-23,41.52000045776367,41.57919847488403,1,-11.940801982879641
PETR4,2018-03-19,2018-03-20,2018-03-26,21.18000030517578,22.018985686302187,6,-6.9660877132415635
VALE3,2018-03-19,2018-03-20,2018-03-26,41.09999847412109,41.979,1,-11.120998474121087
PETR4,2018-03-20,2018-03-21,2018-03-27,21.25,21.42928053379059,6,-10.924316797256466
VALE3,2018-03-20,2018-03-21,2018-03-27,41.75,40.83957061004639,1,-12.910429389953613
PETR4,2018-03-21,2018-03-22,2018-03-28,21.86000061035156,21.189400762557984,6,-16.02359908676145
VALE3,2018-03-21,2018-03-22,2018-03-28,41.93999862670898,41.519230915069585,1,-12.420767711639392
PETR4,2018-03-22,2018-03-23,2018-03-29,21.61000061035156,21.399294847488406,6,-13.264234577178918
VALE3,2018-03-22,2018-03-23,2018-03-29,41.2400016784668,42.188894084930425,1,-11.051107593536372
PETR4,2018-03-23,2018-03-26,2018-04-02,22.06999969482422,20.889549618721016,6,-19.082700456619214
VALE3,2018-03-23,2018-03-26,2018-04-02,42.0,42.978500000000004,1,-11.021499999999996
PETR4,2018-03-26,2018-03-27,2018-04-03,22.13999938964844,20.69964408493042,6,-20.64213182830813
VALE3,2018-03-26,2018-03-27,2018-04-03,42.38999938964844,42.84856393241883,1,-11.54143545722961
PETR4,2018-03-27,2018-03-28,2018-04-04,21.26000022888184,20.369809161186218,6,-17.341146406173728
VALE3,2018-03-27,2018-03-28,2018-04-04,40.61000061035156,42.52872423744202,1,-10.081276372909542
PETR4,2018-03-28,2018-03-29,2018-04-05,21.26000022888184,21.139424618721016,6,-12.723453660964942
VALE3,2018-03-28,2018-03-29,2018-04-05,41.869998931884766,43.228375,1,-10.641623931884766
PETR4,2018-03-29,2018-04-02,2018-04-06,21.36000061035156,21.269360686302186,6,-12.54383954429624
VALE3,2018-03-29,2018-04-02,2018-04-06,42.31999969482422,42.71863167762756,1,-11.601368017196656
PETR4,2018-04-02,2018-04-03,2018-04-09,21.11000061035156,20.519735686302187,6,-15.54158954429623
PETR4,2018-04-03,2018-04-04,2018-04-10,20.309999465942383,21.389299618721015,7,-4.444898930549574
PETR4,2018-04-04,2018-04-05,2018-04-11,21.14999961853028,21.789099237442016,6,-8.165402286529584
PETR4,2018-04-05,2018-04-06,2018-04-12,20.979999542236328,21.669160305023194,6,-7.865035423278805
PETR4,2018-04-06,2018-04-09,2018-04-13,21.43000030517578,21.189400762557984,6,-13.443597255706784
PETR4,2018-04-09,2018-04-10,2018-04-16,20.90999984741211,20.609690838813783,6,-13.801854051589956
PETR4,2018-04-10,2018-04-11,2018-04-17,21.350000381469727,21.019485686302186,6,-13.983088171005242
PETR4,2018-04-11,2018-04-12,2018-04-18,21.790000915527344,21.789099237442016,6,-12.005410068511964
PETR4,2018-04-12,2018-04-13,2018-04-19,21.63999938964844,22.188900762557985,6,-8.706591762542736
PETR4,2018-04-13,2018-04-16,2018-04-20,21.049999237060547,22.348820610046385,6,-4.207071762084972
PETR4,2018-04-16,2018-04-17,2018-04-23,20.700000762939453,22.46875954246521,6,-1.3874473228454534
PETR4,2018-04-17,2018-04-18,2018-04-24,21.350000381469727,22.388799618721016,6,-5.7672045764922615
PETR4,2018-04-18,2018-04-19,2018-04-25,22.06999969482422,21.719134542465213,6,-14.105190914154036
PETR4,2018-04-19,2018-04-20,2018-04-26,22.059999465942383,22.61868416118622,6,-8.647891828536977
PETR4,2018-04-20,2018-04-23,2018-04-27,22.09000015258789,22.69864408493042,6,-8.348136405944814
PETR4,2018-04-23,2018-04-24,2018-04-30,22.600000381469727,22.958514313697812,6,-9.848916406631488
PETR4,2018-04-24,2018-04-25,2018-05-02,22.01000022888184,22.588700381278993,6,-8.527799085617076
PETR4,2018-04-25,2018-04-26,2018-05-03,22.0,22.438775762557984,6,-9.367345424652093
PETR4,2018-04-26,2018-04-27,2018-05-04,22.84000015258789,22.258865457534792,6,-15.48680817031859
PETR4,2018-04-27,2018-04-30,2018-05-07,22.729999542236328,22.638674618721016,6,-12.547949541091874
PETR4,2018-04-30,2018-05-02,2018-05-08,22.670000076293945,22.898544847488406,6,-10.628731372833236
PETR4,2018-05-02,2018-05-03,2018-05-09,22.540000915527344,24.767610686302188,6,1.3656586246490647
PETR4,2018-05-03,2018-05-04,2018-05-10,22.450000762939453,25.737125000000002,6,7.722745422363296
PETR4,2018-05-04,2018-05-07,2018-05-11,22.56999969482422,25.42728053379059,6,5.143685033798228
PETR4,2018-05-07,2018-05-08,2018-05-14,23.059999465942383,26.226879771232607,6,7.001281831741345
PETR4,2018-05-08,2018-05-09,2018-05-15,23.299999237060547,26.77660591506958,5,5.383033390045171
PETR4,2018-05-09,2018-05-10,2018-05-16,25.13999938964844,27.376304389953617,4,-3.0547799987792956
PETR4,2018-05-10,2018-05-11,2018-05-17,25.82999992370605,25.937025762557983,4,-11.571896644592272
PETR4,2018-05-11,2018-05-14,2018-05-18,25.850000381469727,25.637174618721016,4,-12.851303050994844
PETR4,2018-05-14,2018-05-15,2018-05-21,26.350000381469727,25.03747423744202,4,-17.25010457611083
PETR4,2018-05-15,2018-05-16,2018-05-22,26.8700008392334,24.69764408493042,3,-18.517070262908934
PETR4,2018-05-16,2018-05-17,2018-05-23,27.350000381469727,23.25836545753479,3,-24.27490477180481
PETR4,2018-05-17,2018-05-18,2018-05-24,25.01000022888184,20.0699599237442,3,-26.820120915412918
PETR4,2018-05-18,2018-05-21,2018-05-25,26.100000381469727,19.790099237442018,3,-30.929703432083127
PETR4,2018-05-21,2018-05-22,2018-05-28,24.809999465942383,16.901544847488406,3,-35.725363855361934
PETR4,2018-05-22,2018-05-23,2018-05-29,24.229999542236328,19.29034923744202,3,-26.818950914382928
PETR4,2018-05-23,2018-05-24,2018-05-30,20.049999237060547,18.970509542465212,3,-15.238469083786004
PETR4,2018-05-24,2018-05-25,2018-06-01,20.64999961853028,16.151919847488404,3,-25.49423931312563
PETR4,2018-05-25,2018-05-28,2018-06-04,19.200000762939453,17.521235686302187,3,-17.036295229911797
PETR4,2018-05-28,2018-05-29,2018-06-05,18.0,16.5817051525116,3,-16.254884542465202
PETR4,2018-05-29,2018-05-30,2018-06-06,18.38999938964844,16.321834923744202,3,-18.204493397712717
VALE3,2018-05-29,2018-05-30,2018-06-06,50.209999084472656,56.04196469497681,1,-6.168034389495844
PETR4,2018-05-30,2018-06-01,2018-06-07,19.559999465942383,15.752120228767396,2,-19.615758474349974
PETR4,2018-06-01,2018-06-04,2018-06-08,17.290000915527344,15.242375000000001,2,-16.095251831054686
PETR4,2018-06-04,2018-06-05,2018-06-11,17.360000610351562,15.402294847488404,2,-15.915411525726316
PETR4,2018-06-05,2018-06-06,2018-06-12,16.469999313354492,15.4522700381279,3,-15.053187825679778
PETR4,2018-06-06,2018-06-07,2018-06-13,16.0,15.162415076255797,3,-14.512754771232608
PETR4,2018-06-07,2018-06-08,2018-06-14,15.8100004196167,15.092450381278994,3,-14.152650115013117
PETR4,2018-06-08,2018-06-11,2018-06-15,15.5,14.962515266895295,3,-13.612454199314115
PETR4,2018-06-11,2018-06-12,2018-06-18,15.479999542236328,14.492750000000001,3,-14.961748626708982
PETR4,2018-06-12,2018-06-13,2018-06-19,15.420000076293944,15.412290076255797,3,-12.02313000011444
PETR4,2018-06-13,2018-06-14,2018-06-20,15.329999923706056,16.20189408493042,4,-8.512423355102548
PETR4,2018-06-14,2018-06-15,2018-06-21,15.029999732971191,15.092450381278994,4,-11.750197406768791
PETR4,2018-06-15,2018-06-18,2018-06-22,14.770000457763672,15.102444656848908,4,-10.670223203659056
PETR4,2018-06-18,2018-06-19,2018-06-25,14.260000228881836,15.692149809360505,4,-6.271401678085326
PETR4,2018-06-19,2018-06-20,2018-06-26,15.84000015258789,16.031980915069582,4,-11.232076950073235
PETR4,2018-06-20,2018-06-21,2018-06-27,16.09000015258789,16.54172423744202,4,-10.193103660583489
PETR4,2018-06-21,2018-06-22,2018-06-28,15.40999984741211,16.591700381278994,4,-7.273197864532463
PETR4,2018-06-22,2018-06-25,2018-06-29,15.199999809265137,17.18140553379059,4,-4.074377101898193
PETR4,2018-06-25,2018-06-26,2018-07-02,15.899999618530272,17.461264313697814,4,-5.7549412193298295
PETR4,2018-06-26,2018-06-27,2018-07-03,16.100000381469727,17.49125,4,-6.435001525878903
PETR4,2018-06-27,2018-06-28,2018-07-04,16.719999313354492,17.60119561004639,4,-8.475214813232412
PETR4,2018-06-28,2018-06-29,2018-07-05,16.850000381469727,17.85107061004639,4,-7.995719085693352
PETR4,2018-06-29,2018-07-02,2018-07-06,16.989999771118164,17.93103053379059,4,-8.235876949310295
PETR4,2018-07-02,2018-07-03,2018-07-10,17.739999771118164,17.741125,4,-11.995499084472655
PETR4,2018-07-03,2018-07-04,2018-07-11,17.3799991607666,17.401294847488405,4,-11.914817253112787
VALE3,2018-07-03,2018-07-04,2018-07-11,48.16999816894531,48.83557061004639,1,-11.334427558898923
PETR4,2018-07-04,2018-07-05,2018-07-12,18.600000381469727,17.941025762557985,4,-14.635898475646968
VALE3,2018-07-04,2018-07-05,2018-07-12,48.54999923706055,50.424775762557985,1,-10.125223474502562
PETR4,2018-07-05,2018-07-06,2018-07-13,17.969999313354492,18.100945610046384,4,-11.476214813232431
PETR4,2018-07-06,2018-07-10,2018-07-16,18.34000015258789,17.87105916118622,4,-13.87576396560668
PETR4,2018-07-10,2018-07-11,2018-07-17,17.489999771118164,18.28085591506958,4,-8.836575424194336
PETR4,2018-07-11,2018-07-12,2018-07-18,17.6200008392334,18.04097423744202,5,-9.8951330089569
VALE3,2018-07-11,2018-07-12,2018-07-18,49.34999847412109,51.42427576255798,1,-9.925722711563104
PETR4,2018-07-12,2018-07-13,2018-07-19,17.989999771118164,18.390799618721015,5,-9.996000761985744
PETR4,2018-07-13,2018-07-16,2018-07-20,17.950000762939453,19.28035591506958,5,-5.34822423934936
PETR4,2018-07-16,2018-07-17,2018-07-23,17.790000915527344,19.250370228767398,5,-4.698153433799728
PETR4,2018-07-17,2018-07-18,2018-07-24,18.25,19.650169847488403,5,-4.999150762557985
PETR4,2018-07-18,2018-07-19,2018-07-25,17.84000015258789,19.95001908493042,5,-1.4499053382873477
PETR4,2018-07-19,2018-07-20,2018-07-26,19.170000076293945,19.400294847488404,5,-10.848526144027709
PETR4,2018-07-20,2018-07-23,2018-07-27,19.299999237060547,19.76011545753479,5,-9.699418897628778
VALE3,2018-07-20,2018-07-23,2018-07-27,49.08000183105469,53.423275762557985,1,-7.6567260684967025
PETR4,2018-07-23,2018-07-24,2018-07-30,19.56999969482422,19.880054389953617,5,-10.449726524353007
PETR4,2018-07-24,2018-07-25,2018-07-31,19.799999237060547,19.710139313697812,5,-12.449299616813672
PETR4,2018-07-25,2018-07-26,2018-08-01,19.950000762939453,19.9999952287674,5,-11.750027670860266
PETR4,2018-07-26,2018-07-27,2018-08-02,19.600000381469727,20.399794847488405,5,-8.001027669906609
PETR4,2018-07-27,2018-07-30,2018-08-03,19.950000762939453,21.099445610046384,5,-6.252775764465344
PETR4,2018-07-30,2018-07-31,2018-08-06,19.6200008392334,21.02948091506958,6,-3.5431195449829076
PETR4,2018-07-31,2018-08-01,2018-08-07,19.59000015258789,20.69964408493042,6,-5.342136405944828
PETR4,2018-08-01,2018-08-02,2018-08-08,19.989999771118164,20.129929389953617,5,-11.300351905822737
PETR4,2018-08-02,2018-08-03,2018-08-09,21.39999961853028,20.329830152511597,5,-17.350847330093416
PETR4,2018-08-03,2018-08-06,2018-08-10,21.14999961853028,19.5802051525116,5,-19.848972330093407
PETR4,2018-08-06,2018-08-07,2018-08-13,21.32999992370605,20.029980915069583,5,-18.50009504318234
PETR4,2018-08-07,2018-08-08,2018-08-14,20.809999465942383,19.97000954246521,5,-16.199949617385865
PETR4,2018-08-08,2018-08-09,2018-08-15,20.26000022888184,19.040474237442016,5,-18.097629957199118
PETR4,2018-08-09,2018-08-10,2018-08-16,20.100000381469727,18.940525762557986,5,-17.797373094558704
PETR4,2018-08-10,2018-08-13,2018-08-17,19.5,18.45076908493042,5,-17.246154575347894
PETR4,2018-08-13,2018-08-14,2018-08-20,20.280000686645508,18.350820610046384,5,-21.64590038299562
PETR4,2018-08-14,2018-08-15,2018-08-21,19.63999938964844,17.711139313697817,5,-21.64430037975312
PETR4,2018-08-15,2018-08-16,2018-08-22,19.31999969482422,18.340825381278993,5,-16.89587156772613
VALE3,2018-08-15,2018-08-16,2018-08-22,50.900001525878906,53.27334923744202,1,-9.626652288436887
PETR4,2018-08-16,2018-08-17,2018-08-23,18.75,17.941025762557985,5,-16.044871187210077
VALE3,2018-08-16,2018-08-17,2018-08-23,49.52999877929688,53.32332347488403,1,-8.206675304412855
PETR4,2018-08-17,2018-08-20,2018-08-24,18.3700008392334,18.290849237442018,5,-12.395758008956903
VALE3,2018-08-17,2018-08-20,2018-08-24,51.09999847412109,54.12292652511597,1,-8.977071949005115
PETR4,2018-08-20,2018-08-21,2018-08-27,18.270000457763672,18.70064408493042,5,-9.846781864166257
PETR4,2018-08-21,2018-08-22,2018-08-28,17.700000762939453,18.340825381278993,6,-8.15505228996276
PETR4,2018-08-22,2018-08-23,2018-08-29,18.350000381469727,19.29034923744202,5,-7.298255720138538
PETR4,2018-08-23,2018-08-24,2018-08-30,18.350000381469727,18.790599237442017,6,-9.35640686416626
PETR4,2018-08-24,2018-08-27,2018-08-31,18.40999984741211,19.250370228767398,6,-6.9577777118682675
PETR4,2018-08-27,2018-08-28,2018-09-03,18.76000022888184,18.9905,6,-10.617001373291032
PETR4,2018-08-28,2018-08-29,2018-09-04,18.5,18.640674618721018,5,-11.29662690639491
PETR4,2018-08-29,2018-08-30,2018-09-05,19.14999961853028,18.740625,5,-14.046873092651396
PETR4,2018-08-30,2018-08-31,2018-09-06,18.950000762939453,18.980504771232606,5,-11.847479958534233
PETR4,2018-08-31,2018-09-03,2018-09-10,18.989999771118164,19.250370228767398,5,-10.69814771175383
PETR4,2018-09-03,2018-09-04,2018-09-11,19.1299991607666,18.490750000000002,5,-15.196245803832998
PETR4,2018-09-04,2018-09-05,2018-09-12,18.559999465942383,18.940525762557986,6,-9.716842220306383
PETR4,2018-09-05,2018-09-06,2018-09-13,18.989999771118164,18.70064408493042,6,-13.736134117126461
VALE3,2018-09-05,2018-09-06,2018-09-13,52.790000915527344,53.75310877990724,1,-11.036892135620107
PETR4,2018-09-06,2018-09-10,2018-09-14,19.36000061035156,18.780605915069582,5,-14.896973476409883
PETR4,2018-09-10,2018-09-11,2018-09-17,18.8700008392334,19.390299618721016,5,-9.39850610256191
PETR4,2018-09-11,2018-09-12,2018-09-18,18.809999465942383,20.239875,5,-4.850622329711907
PETR4,2018-09-12,2018-09-13,2018-09-19,19.030000686645508,19.97000954246521,5,-7.29995572090149
PETR4,2018-09-13,2018-09-14,2018-09-20,18.799999237060547,19.86006583881378,6,-5.6396003894805915
PETR4,2018-09-14,2018-09-17,2018-09-21,18.6299991607666,20.129929389953617,6,-3.0004186248779092
PETR4,2018-09-17,2018-09-18,2018-09-24,19.5,19.990000000000002,5,-9.54999999999999
PETR4,2018-09-18,2018-09-19,2018-09-25,19.93000030517578,20.0699599237442,5,-11.300201907157906
PETR4,2018-09-19,2018-09-20,2018-09-26,20.26000022888184,20.17990553379059,5,-12.400473475456256
PETR4,2018-09-20,2018-09-21,2018-09-27,20.14999961853028,21.44926908493042,5,-5.503652667999297
PETR4,2018-09-21,2018-09-24,2018-09-28,20.200000762939453,21.0794551525116,5,-7.60272805213927
PETR4,2018-09-24,2018-09-25,2018-10-01,19.700000762939453,20.9895,5,-5.552503814697268
PETR4,2018-09-25,2018-09-26,2018-10-02,20.239999771118164,22.808589694976806,5,0.8429496192932113
PETR4,2018-09-26,2018-09-27,2018-10-03,20.5,23.77810591506958,5,4.390529575347905
PETR4,2018-09-27,2018-09-28,2018-10-04,21.1299991607666,24.00799045753479,5,2.389956483840951
PETR4,2018-09-28,2018-10-01,2018-10-05,21.25,23.948019084930422,5,1.490095424652111
PETR4,2018-10-01,2018-10-02,2018-10-08,22.0,26.586700381278995,4,6.346801525115978
PETR4,2018-10-02,2018-10-03,2018-10-09,25.25,26.806589694976807,3,-7.330230915069578
PETR4,2018-10-03,2018-10-04,2018-10-10,23.450000762939453,26.036974237442017,3,-4.239079576492308
PETR4,2018-10-04,2018-10-05,2018-10-11,24.489999771118164,25.27735591506958,3,-9.63793156814575
PETR4,2018-10-05,2018-10-08,2018-10-15,26.940000534057617,25.75711545753479,2,-14.365770153045652
PETR4,2018-10-08,2018-10-09,2018-10-16,26.479999542236328,26.71663454246521,2,-11.526729999542233
PETR4,2018-10-09,2018-10-10,2018-10-17,26.309999465942383,26.436775762557986,2,-11.746447406768795
PETR4,2018-10-10,2018-10-11,2018-10-18,26.549999237060547,25.687150762557984,2,-13.725696949005126
PETR4,2018-10-11,2018-10-15,2018-10-19,25.89999961853028,25.9070400762558,2,-11.98591908454896
PETR4,2018-10-15,2018-10-16,2018-10-22,26.200000762939453,26.516735686302187,2,-11.366530153274532
PETR4,2018-10-16,2018-10-17,2018-10-23,26.440000534057617,26.186900762557986,2,-12.506199542999262
PETR4,2018-10-17,2018-10-18,2018-10-24,26.290000915527344,25.667160305023195,2,-13.245681221008297
PETR4,2018-10-18,2018-10-19,2018-10-25,26.290000915527344,26.30683969497681,2,-11.96632244110107
PETR4,2018-10-19,2018-10-22,2018-10-26,26.270000457763672,27.586200381278992,2,-9.36760015296936
PETR4,2018-10-22,2018-10-23,2018-10-29,26.14999961853028,26.4067900762558,2,-11.486419084548963
PETR4,2018-10-23,2018-10-24,2018-10-30,26.40999984741211,27.986,2,-8.847999694824217
PETR4,2018-10-24,2018-10-25,2018-10-31,26.18000030517578,27.606190838813784,2,-9.147618932723994
PETR4,2018-10-25,2018-10-26,2018-11-01,26.64999961853028,27.30633969497681,2,-10.687319847106941
PETR4,2018-10-26,2018-10-29,2018-11-05,26.75,28.145919847488404,2,-9.208160305023192
PETR4,2018-10-29,2018-10-30,2018-11-06,26.700000762939453,27.17640553379059,2,-11.047190458297727
PETR4,2018-10-30,2018-10-31,2018-11-07,28.26000022888184,26.286849237442016,2,-15.946301982879646
PETR4,2018-10-31,2018-11-01,2018-11-08,27.76000022888184,25.337325381278994,2,-16.84534969520569
PETR4,2018-11-01,2018-11-05,2018-11-09,27.5,25.447269084930422,2,-16.105461830139156
PETR4,2018-11-05,2018-11-06,2018-11-12,27.299999237060547,25.3173349237442,2,-15.965328626632697
PETR4,2018-11-06,2018-11-07,2018-11-13,27.61000061035156,24.227879771232605,2,-18.76424167823791
PETR4,2018-11-07,2018-11-08,2018-11-14,26.799999237060547,25.087450381278995,2,-15.425097711563104
PETR4,2018-11-08,2018-11-09,2018-11-16,25.200000762939453,25.787099237442018,2,-10.825803050994871
PETR4,2018-11-09,2018-11-12,2018-11-19,25.540000915527344,25.987000000000002,2,-11.106001831054684
PETR4,2018-11-12,2018-11-13,2018-11-21,25.31999969482422,25.1574150762558,2,-12.32516923713684
PETR4,2018-11-13,2018-11-14,2018-11-22,24.239999771118164,25.137424618721017,2,-10.205150304794294
PETR4,2018-11-14,2018-11-16,2018-11-23,25.38999938964844,24.35781583881378,2,-14.064367101669319
PETR4,2018-11-16,2018-11-19,2018-11-26,25.559999465942383,24.237875000000003,2,-14.64424893188476
PETR4,2018-11-19,2018-11-21,2018-11-27,25.100000381469727,25.517235686302186,2,-11.165529390335081
PETR4,2018-11-21,2018-11-22,2018-11-28,25.280000686645508,25.36730916118622,2,-11.825383050918575
