Date,equity
2023-03-10,3.535282533651209e+62
2023-03-10,3.521752609305572e+62
2023-03-13,7.742031534017516e+62
2023-03-13,3.4662504290163454e+62
2023-03-14,3.436040322148857e+62
2023-03-14,7.666857621953418e+62
2023-03-15,3.4065282066165157e+62
2023-03-15,7.649143011601394e+62
2023-03-16,3.400687406764014e+62
2023-03-16,7.671046254745669e+62
2023-03-17,3.4189399237100405e+62
2023-03-17,7.758764833239761e+62
2023-03-20,7.758764833239761e+62
2023-03-20,7.6611194217523855e+62
2023-03-21,1.7525410101131594e+63
2023-03-21,7.738673954049282e+62
2023-03-22,1.7355450121776278e+63
2023-03-22,7.7271233125084e+62
2023-03-23,1.733577373861642e+63
2023-03-23,1.7120027333669814e+63
2023-03-24,1.7116318976082283e+63
2023-03-24,3.784209891001954e+63
2023-03-27,3.779388318706347e+63
2023-03-27,1.7260968974677783e+63
2023-03-28,3.787524348855643e+63
2023-03-28,3.816753764692081e+63
2023-03-29,8.458999669625595e+63
2023-03-29,3.8420365071578346e+63
2023-03-30,8.565839630797809e+63
2023-03-30,3.847745498467035e+63
2023-03-31,3.806080232027517e+63
2023-03-31,8.366508527695023e+63
2023-04-03,3.889522190008377e+63
2023-04-03,8.368112912927493e+63
2023-04-04,8.18598488874875e+63
2023-04-04,3.872252891473813e+63
2023-04-05,3.8785894553406236e+63
2023-04-05,8.040131665064963e+63
2023-04-06,3.850866931769978e+63
2023-04-06,8.029042716066944e+63
2023-04-10,8.032082289445567e+63
2023-04-10,8.110294737287114e+63
2023-04-11,1.7778541725033797e+64
2023-04-11,8.302489729066691e+63
2023-04-12,1.748439936998053e+64
2023-04-12,8.334243784018455e+63
2023-04-13,1.7390808989256894e+64
2023-04-13,1.7447009659913358e+64
2023-04-14,1.7537831577676464e+64
2023-04-14,3.520110696181523e+64
2023-04-17,3.488491218453572e+64
2023-04-17,1.7675747030805036e+64
2023-04-18,1.7900876758672966e+64
2023-04-18,3.4829822884735404e+64
2023-04-19,1.7609626359079904e+64
2023-04-19,3.4071908887255233e+64
2023-04-20,1.7669200462268423e+64
2023-04-20,3.3968631240400666e+64
2023-04-24,3.434324418428152e+64
2023-04-24,6.292286552827764e+64
2023-04-25,6.16713902429924e+64
2023-04-25,3.427300790391188e+64
2023-04-26,6.184378528571688e+64
2023-04-26,3.405826180718621e+64
2023-04-27,3.364720870308801e+64
2023-04-27,6.252212634821168e+64
2023-04-28,6.29268554099468e+64
2023-04-28,3.2129473515393585e+64
2023-05-02,3.147805715320072e+64
2023-05-02,6.320822718711197e+64
2023-05-03,6.284210922879656e+64
2023-05-03,3.14238175993584e+64
2023-05-04,3.166789623823535e+64
2023-05-04,6.28994188321671e+64
2023-05-05,6.382853609361098e+64
2023-05-05,1.2462231237152696e+65
2023-05-08,6.451692062260952e+64
2023-05-08,1.2587760165531911e+65
2023-05-09,1.2684943984895828e+65
2023-05-09,6.461975542193491e+64
2023-05-10,1.2367582193434063e+65
2023-05-10,6.454061018147986e+64
2023-05-11,6.572779885223286e+64
2023-05-11,1.2189504018620206e+65
2023-05-12,1.2179472189689553e+65
2023-05-12,1.2335931764969935e+65
2023-05-15,1.2195472607976402e+65
2023-05-15,2.252754975286454e+65
2023-05-16,2.2189496033950104e+65
2023-05-16,1.2347834898650563e+65
2023-05-17,2.255006253819247e+65
2023-05-17,2.214598384727696e+65
2023-05-18,4.0932052202539863e+65
2023-05-18,2.2209564688067454e+65
2023-05-19,2.219261017447798e+65
2023-05-19,4.0605667912132755e+65
2023-05-22,4.027682800244898e+65
2023-05-22,4.006444217997503e+65
2023-05-23,7.19217308151741e+65
2023-05-23,4.055467341379884e+65
2023-05-24,7.074673485287375e+65
2023-05-24,4.086593145782947e+65
2023-05-25,7.135594524172836e+65
2023-05-25,7.087216460121935e+65
2023-05-26,1.2396312082261616e+66
2023-05-26,7.133810625541793e+65
2023-05-29,1.2329748698611353e+66
2023-05-29,7.119166853803762e+65
2023-05-30,7.079160276802496e+65
2023-05-30,1.2130880783365667e+66
2023-05-31,7.0431624611296185e+65
2023-05-31,1.20682179284647e+66
2023-06-01,1.2248208278324512e+66
2023-06-01,7.155844311946424e+65
2023-06-02,1.2663147244739309e+66
2023-06-02,7.18541027750878e+65
