Price,Close,High,Low,Open,Volume
Ticker,MGLU3.SA,MGLU3.SA,MGLU3.SA,MGLU3.SA,MGLU3.SA
Date,,,,,
2018-01-02,22.19173812866211,23.05366266424182,21.942676835605955,22.639491845645072,6353653
2018-01-03,21.91189193725586,22.76821926495651,21.69361224331747,22.107783033790376,4424737
2018-01-04,22.438003540039062,22.533149606821475,22.191738083128726,22.387631018713087,5125072
2018-01-05,21.9958438873291,22.642288110056136,21.92588226487641,22.513557336869386,3280662
2018-01-08,21.998645782470703,22.41841373697781,21.925884664512854,21.96786237303853,3078806
2018-01-09,21.46973991394043,22.278492486479234,21.352203415155643,22.177749263999544,3316927
2018-01-10,21.688018798828125,21.967863507568797,21.16750577789744,21.430559037130664,3716875
2018-01-11,21.727195739746094,22.046220505330545,21.620855368651327,21.96786405796596,1899492
2018-01-12,21.70480728149414,21.956668053969267,21.380187217277292,21.48372991842318,2911848
2018-01-15,22.079801559448242,22.17215179474606,21.771971094088993,21.883910441210578,2146509
2018-01-16,22.02383041381836,22.40162248933952,21.89510145153781,22.107784005473068,2644646
2018-01-17,22.046218872070312,22.27569287333785,21.872714540266795,22.160955872704083,1659661
2018-01-18,21.685216903686523,22.1637521608042,21.413767036756617,22.110581982491087,3642291
2018-01-19,21.478132247924805,21.995845741096993,21.478132247924805,21.732790675919002,1884781
2018-01-22,21.548091888427734,21.771968732234345,21.217876511306525,21.757976771899536,2257700
2018-01-23,20.921239852905273,21.542496024455282,20.879262146804685,21.469736736850734,3257739
2018-01-24,22.664674758911133,22.667472420288455,20.98280364606266,20.988400794967028,7601050
2018-01-25,22.664674758911133,22.664674758911133,22.664674758911133,22.664674758911133,0
2018-01-26,23.171199798583984,23.64693748875273,22.66747818292891,22.947324742392965,7021828
2018-01-29,23.67491912841797,23.67491912841797,22.673073144163677,22.947322526821562,2767128
2018-01-30,23.69171142578125,24.2010301608189,23.327911285811457,23.638541240127612,3843804
2018-01-31,23.663726806640625,24.167448376889265,23.537795501003455,24.0695009942159,3536231
2018-02-01,24.027524948120117,24.063903682498314,23.590965526381662,23.590965526381662,2973089
2018-02-02,23.46783447265625,23.982750355829594,23.367091251698465,23.982750355829594,3371326
2018-02-05,22.563932418823242,23.367089598504926,22.563932418823242,23.367089598504926,3217710
2018-02-06,22.84657859802246,22.891353972352963,21.869917000916605,22.051817986343696,4743942
2018-02-07,22.1077823638916,22.863364632679307,22.07979844413459,22.863364632679307,3827724
2018-02-08,21.268247604370117,22.527551450499942,21.18709350243781,22.390427680023006,4683727
2018-02-09,20.67777442932129,21.576077640211565,20.23841737872776,21.40817046385544,5496281
2018-02-14,20.904447555541992,20.904447555541992,20.207632637023927,20.851277379305614,6316019
2018-02-15,22.166553497314453,22.166553497314453,21.11433318482054,21.11433318482054,4170878
2018-02-16,21.998645782470703,22.73183950239649,21.564884041021745,22.41561424912947,3740824
2018-02-19,23.020076751708984,23.020076751708984,22.13576562929404,22.27288937734724,3025777
2018-02-20,23.224369049072266,23.2271667108278,22.424009518243167,22.793406786671973,3236185
2018-02-21,22.258901596069336,23.47902725150159,22.250506784737563,23.241158437135105,8912425
2018-02-22,22.785011291503906,22.891351653422586,22.407219222995625,22.555537293037407,3876648
2018-02-23,24.34375,24.469681303678495,23.84282609937887,24.080694919321584,20139687
2018-02-26,26.3950138092041,26.3950138092041,24.34934438163415,24.424903155251517,10291884
2018-02-27,25.605852127075195,26.529341612475953,25.479920829627414,26.27748084373029,9996970
2018-02-28,25.479921340942383,26.02562059725035,24.98739409248489,25.468727041800182,5509281
2018-03-01,25.796146392822266,25.969650723562815,25.14410677823838,25.479921140665276,5676582
2018-03-02,25.980846405029297,26.025621777478662,25.253247972339675,25.54988413001044,4413104
2018-03-05,25.298023223876953,25.980846280853658,25.174891406767223,25.941666232266456,4026842
2018-03-06,24.95661163330078,25.726185944859537,24.769115333203555,25.55827875593217,3661450
2018-03-07,25.19447898864746,25.19447898864746,24.539639894261203,25.00418321166089,2412342
2018-03-08,24.693557739257812,24.97900143509755,24.122673999878533,24.906240310549133,6057028
2018-03-09,25.38197898864746,25.787755035282636,24.483675631463463,24.693558723014313,7835065
2018-03-12,25.908082962036133,26.16553902971685,25.493910376646017,25.801740784686725,4138034
2018-03-13,25.61984634399414,26.22151348462834,25.222465132772445,26.025622367068387,5061094
