Price,Adj Close,Close,High,Low,Open,Volume
Ticker,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA
Date,,,,,,
2018-01-02,22.803722381591797,41.720001220703125,41.7400016784668,40.439998626708984,40.439998626708984,14156500
2018-01-03,22.667081832885742,41.470001220703125,41.880001068115234,41.29999923706055,41.83000183105469,12744200
2018-01-04,22.759994506835938,41.63999938964844,42.369998931884766,41.52000045776367,41.810001373291016,18433000
2018-01-05,23.115280151367188,42.290000915527344,42.290000915527344,41.310001373291016,41.56999969482422,15251300
2018-01-08,23.629072189331055,43.22999954223633,43.22999954223633,42.400001525878906,42.400001525878906,14542800
2018-01-09,23.54161262512207,43.06999969482422,43.75,42.93000030517578,43.58000183105469,15986200
2018-01-10,23.21367073059082,42.470001220703125,42.95000076293945,42.41999816894531,42.7400016784668,12149500
2018-01-11,23.667341232299805,43.29999923706055,43.29999923706055,42.599998474121094,42.599998474121094,10236300
2018-01-12,23.80398178100586,43.54999923706055,43.65999984741211,42.75,42.95000076293945,15014300
2018-01-15,23.760257720947266,43.470001220703125,43.720001220703125,43.27000045776367,43.5,7253400
2018-01-16,23.120744705200195,42.29999923706055,43.13999938964844,42.29999923706055,42.97999954223633,20121900
2018-01-17,23.585346221923828,43.150001525878906,43.220001220703125,42.36000061035156,42.400001525878906,16490700
2018-01-18,23.42683982849121,42.86000061035156,43.61000061035156,42.68000030517578,43.5,10772100
2018-01-19,23.437767028808594,42.880001068115234,43.400001525878906,42.599998474121094,43.20000076293945,11173100
2018-01-22,23.312057495117188,42.650001525878906,43.15999984741211,42.220001220703125,43.099998474121094,11580900
2018-01-23,22.371919631958008,40.93000030517578,42.11000061035156,40.810001373291016,41.9900016784668,22075600
2018-01-24,22.836517333984375,41.779998779296875,42.130001068115234,41.13999938964844,41.209999084472656,22096600
2018-01-25,22.836517333984375,41.779998779296875,41.779998779296875,41.779998779296875,41.779998779296875,0
2018-01-26,22.64521598815918,41.43000030517578,41.880001068115234,40.709999084472656,41.849998474121094,19259500
2018-01-29,22.89664649963379,41.88999938964844,42.2400016784668,41.040000915527344,41.099998474121094,16752900
2018-01-30,22.667081832885742,41.470001220703125,41.959999084472656,41.22999954223633,41.70000076293945,13180300
2018-01-31,22.656145095825195,41.45000076293945,42.68000030517578,41.45000076293945,41.75,22859700
2018-02-01,22.841989517211914,41.790000915527344,42.470001220703125,41.56999969482422,41.599998474121094,21949700
2018-02-02,22.30086326599121,40.79999923706055,41.650001525878906,40.75,41.650001525878906,17892300
2018-02-05,22.054893493652344,40.349998474121094,42.040000915527344,40.33000183105469,40.599998474121094,22452800
2018-02-06,23.21367073059082,42.470001220703125,42.470001220703125,39.93000030517578,40.0099983215332,26037000
2018-02-07,22.798261642456055,41.709999084472656,42.720001220703125,41.70000076293945,42.43000030517578,20560700
2018-02-08,22.732666015625,41.59000015258789,42.130001068115234,41.06999969482422,41.689998626708984,18928800
2018-02-09,22.956771850585938,42.0,42.400001525878906,41.029998779296875,41.400001525878906,22760500
2018-02-14,24.328710556030273,44.5099983215332,44.54999923706055,43.2599983215332,43.400001525878906,25905800
2018-02-15,25.115798950195312,45.95000076293945,45.959999084472656,44.95000076293945,45.0099983215332,31043100
2018-02-16,25.159528732299805,46.029998779296875,46.189998626708984,45.470001220703125,45.81999969482422,21107300
2018-02-19,25.38909912109375,46.45000076293945,46.79999923706055,45.959999084472656,46.099998474121094,12756100
2018-02-20,24.875301361083984,45.5099983215332,46.45000076293945,45.2400016784668,46.04999923706055,18417600
2018-02-21,24.48722267150879,44.79999923706055,45.959999084472656,44.709999084472656,45.5099983215332,24312600
2018-02-22,24.962753295898438,45.66999816894531,45.68000030517578,45.119998931884766,45.22999954223633,14081800
2018-02-23,25.18685531616211,46.08000183105469,46.40999984741211,45.650001525878906,46.0,17489800
2018-02-26,25.90835189819336,47.400001525878906,47.400001525878906,46.689998626708984,46.7400016784668,20374600
2018-02-27,25.870098114013672,47.33000183105469,47.599998474121094,46.709999084472656,47.470001220703125,15063400
2018-02-28,24.623868942260742,45.04999923706055,47.09000015258789,44.650001525878906,46.9900016784668,39459100
2018-03-01,24.29591178894043,44.45000076293945,45.630001068115234,43.970001220703125,45.209999084472656,25776000
2018-03-02,23.91330337524414,43.75,43.880001068115234,42.7400016784668,43.79999923706055,25236200
2018-03-05,23.88597297668457,43.70000076293945,43.939998626708984,42.880001068115234,43.47999954223633,16100600
2018-03-06,23.77119255065918,43.4900016784668,44.91999816894531,43.41999816894531,44.5,22342000
2018-03-07,23.68744468688965,42.849998474121094,43.02000045776367,42.20000076293945,42.5099983215332,19334700
2018-03-08,22.919057846069336,41.459999084472656,42.790000915527344,41.25,42.68000030517578,19983100
2018-03-09,23.272846221923828,42.099998474121094,42.27000045776367,40.5099983215332,40.970001220703125,21077800
2018-03-12,23.471853256225586,42.459999084472656,42.630001068115234,41.939998626708984,42.290000915527344,11838200
2018-03-13,23.289430618286133,42.130001068115234,42.79999923706055,42.04999923706055,42.7400016784668,13838900
2018-03-14,23.54924964904785,42.599998474121094,43.34000015258789,42.56999969482422,42.849998474121094,17936000
2018-03-15,23.43868637084961,42.400001525878906,42.81999969482422,42.130001068115234,42.70000076293945,16039100
2018-03-16,23.383407592773438,42.29999923706055,42.599998474121094,42.04999923706055,42.400001525878906,26802000
2018-03-19,22.72004508972168,41.099998474121094,41.52000045776367,40.66999816894531,41.52000045776367,21861500
2018-03-20,22.99644660949707,41.599998474121094,41.91999816894531,40.93000030517578,41.099998474121094,9322500
2018-03-21,23.49396514892578,42.5,42.689998626708984,41.43000030517578,41.75,19798000
2018-03-22,23.178871154785156,41.93000030517578,42.25,41.619998931884766,41.939998626708984,15229500
2018-03-23,22.99644660949707,41.599998474121094,42.20000076293945,41.0099983215332,41.2400016784668,14983200
2018-03-26,23.217567443847656,42.0,42.380001068115234,41.61000061035156,42.0,9850900
2018-03-27,22.58737564086914,40.86000061035156,42.38999938964844,40.720001220703125,42.38999938964844,11659800
2018-03-28,22.963279724121094,41.540000915527344,41.70000076293945,40.060001373291016,40.61000061035156,19038400
2018-03-29,23.33365249633789,42.209999084472656,42.75,41.7400016784668,41.869998931884766,20347700
2018-04-02,23.77036476135254,43.0,43.470001220703125,42.31999969482422,42.31999969482422,18944000
2018-04-03,23.69849967956543,42.869998931884766,43.54999923706055,42.439998626708984,43.400001525878906,13693900
2018-04-04,23.521608352661133,42.54999923706055,42.599998474121094,41.59000015258789,41.79999923706055,12440000
2018-04-05,23.9085636138916,43.25,43.689998626708984,43.029998779296875,43.310001373291016,14686600
2018-04-06,23.626644134521484,42.7400016784668,43.099998474121094,42.25,42.90999984741211,11282700
2018-04-09,23.742727279663086,42.95000076293945,43.22999954223633,42.209999084472656,43.06999969482422,11918100
2018-04-10,24.787519454956055,44.84000015258789,44.84000015258789,43.66999816894531,43.79999923706055,22479700
2018-04-11,24.67696189880371,44.63999938964844,45.060001373291016,44.220001220703125,44.560001373291016,17709600
2018-04-12,24.770933151245117,44.810001373291016,44.86000061035156,44.31999969482422,44.41999816894531,9812400
2018-04-13,24.864904403686523,44.97999954223633,45.16999816894531,44.599998474121094,44.849998474121094,15483300
2018-04-16,24.62167739868164,44.540000915527344,44.849998474121094,44.310001373291016,44.61000061035156,11434200
2018-04-17,25.390064239501953,45.93000030517578,46.0,44.560001373291016,44.599998474121094,13348000
2018-04-18,26.246904373168945,47.47999954223633,48.08000183105469,46.849998474121094,47.0,27655600
2018-04-19,26.440387725830078,47.83000183105469,48.16999816894531,47.400001525878906,47.779998779296875,16092700
2018-04-20,26.32982063293457,47.630001068115234,47.900001525878906,47.33000183105469,47.7599983215332,10188600
2018-04-23,26.25796127319336,47.5,47.97999954223633,47.060001373291016,47.220001220703125,11785300
2018-04-24,26.705732345581055,48.310001373291016,48.59000015258789,47.70000076293945,47.70000076293945,15113400
2018-04-25,26.506723403930664,47.95000076293945,48.4900016784668,47.439998626708984,47.75,15525500
2018-04-26,26.92131996154785,48.70000076293945,49.0,47.619998931884766,47.70000076293945,13273500
2018-04-27,26.727842330932617,48.349998474121094,49.150001525878906,47.86000061035156,48.900001525878906,14624200
2018-04-30,26.904735565185547,48.66999816894531,48.83000183105469,48.150001525878906,48.2599983215332,8464400
2018-05-02,26.92684555053711,48.709999084472656,49.31999969482422,48.41999816894531,48.5,16526500
2018-05-03,27.136919021606445,49.09000015258789,49.33000183105469,48.58000183105469,48.810001373291016,14025900
2018-05-04,27.47412109375,49.70000076293945,49.900001525878906,48.91999816894531,48.91999816894531,14861100
2018-05-07,27.21984100341797,49.2400016784668,50.040000915527344,49.11000061035156,49.720001220703125,15433900
2018-05-08,27.192188262939453,49.189998626708984,49.68000030517578,48.90999984741211,49.25,22420400
2018-05-09,27.77816390991211,50.25,50.41999816894531,49.33000183105469,49.41999816894531,16776100
2018-05-10,28.413877487182617,51.400001525878906,51.400001525878906,50.380001068115234,50.40999984741211,14314200
2018-05-11,29.093822479248047,52.630001068115234,53.58000183105469,51.75,51.77000045776367,21432500
2018-05-14,30.00042152404785,54.27000045776367,54.400001525878906,53.0,53.08000183105469,15847800
2018-05-15,30.210479736328125,54.650001525878906,54.650001525878906,53.18000030517578,53.810001373291016,15954500
2018-05-16,30.90148162841797,55.900001525878906,56.0,55.13999938964844,55.33000183105469,20944200
2018-05-17,30.614015579223633,55.380001068115234,55.79999923706055,54.75,55.29999923706055,20241200
2018-05-18,30.276809692382812,54.77000045776367,55.5,53.45000076293945,54.70000076293945,22361100
2018-05-21,29.29836082458496,53.0,55.099998474121094,53.0,55.0099983215332,22608800
2018-05-22,28.933513641357422,52.34000015258789,53.060001373291016,51.869998931884766,52.869998931884766,20491700
2018-05-23,28.71239471435547,51.939998626708984,52.2400016784668,51.25,51.79999923706055,15703000
2018-05-24,28.99984359741211,52.459999084472656,53.0,51.2599983215332,51.31999969482422,14500200
2018-05-25,28.458106994628906,51.47999954223633,52.790000915527344,51.04999923706055,52.58000183105469,13141500
2018-05-28,28.23145866394043,51.06999969482422,52.459999084472656,50.709999084472656,50.900001525878906,13832600
2018-05-29,27.728408813476562,50.15999984741211,52.060001373291016,49.9900016784668,51.970001220703125,18697800
2018-05-30,27.98822784423828,50.630001068115234,51.349998474121094,49.70000076293945,50.209999084472656,25861400
