Price,Close,High,Low,Open,Volume
Ticker,ELET3.SA,ELET3.SA,ELET3.SA,ELET3.SA,ELET3.SA
Date,,,,,
2018-01-02,14.421911239624023,15.066638015437356,14.391209336939886,15.043611588424254,2748143
2018-01-03,14.237706184387207,14.483315581774535,14.13792791588841,14.375861836544116,1462855
2018-01-04,14.145604133605957,14.337486688295177,13.992098968558409,14.283759807303216,2527760
2018-01-05,14.015122413635254,14.283758253886191,13.861615800775796,14.230031378737248,1771672
2018-01-08,14.107224464416504,14.199327246099699,13.938366923820661,14.015120218227318,1321501
2018-01-09,13.546928405761719,14.153277908585617,13.454824146210242,14.091875557053365,3090273
2018-01-10,13.001981735229492,13.639031705121882,12.902201994983768,13.47785107557976,3973109
2018-01-11,13.201539039611816,13.355045648097112,12.940578683890521,13.12478573536917,1994457
2018-01-12,12.902200698852539,13.332018596798669,12.725669132467225,13.048031823673766,2979431
2018-01-15,13.071057319641113,13.163160102261156,12.741019175489617,13.086408271579788,1678637
2018-01-16,13.216887474060059,13.516225190266628,13.040355913544683,13.048031389807011,3234928
2018-01-17,13.255263328552246,13.378069470097905,12.948250171446935,13.1401341268907,1902922
2018-01-18,13.163161277770996,13.36271927727689,12.932902836152115,13.36271927727689,1675136
2018-01-19,13.43179702758789,13.639029015489045,13.094081951511722,13.186186196305766,2014465
2018-01-22,14.406563758850098,14.943835414588047,14.114901500761672,14.16095289669442,9208998
2018-01-23,14.015122413635254,14.53704313994994,13.969071015579903,14.383537991596704,1961445
2018-01-24,15.00523853302002,15.04361445417972,14.068849361352349,14.11490222415146,5146054
2018-01-25,15.00523853302002,15.00523853302002,15.00523853302002,15.00523853302002,0
2018-01-26,15.54250717163086,15.557858122890092,14.897781863802477,15.273871382618044,4865748
2018-01-29,15.519482612609863,15.711365132926728,15.158742537130241,15.427378358475076,1737660
2018-01-30,15.350624084472656,15.588559449028825,15.051287840393245,15.496455200731917,2252355
2018-01-31,15.603911399841309,16.02605382350315,15.504131669091405,15.504131669091405,2841979
2018-02-01,15.657636642456055,15.987674777593922,15.52715648355285,15.772765849839832,2731537
2018-02-02,15.189445495605469,15.61926342533565,14.989887484910646,15.465756812645411,3405093
2018-02-05,15.189445495605469,15.580886039909982,15.089667222511167,15.296899245784907,2387406
2018-02-06,16.033729553222656,16.118158332189317,14.721250866671191,14.974535739065042,3010243
2018-02-07,16.164207458496094,16.87801057989821,15.818818378944767,16.033727302277363,3436205
2018-02-08,16.609375,16.90103721849964,16.118156271376552,16.57867456171401,3781636
2018-02-09,16.21026039123535,17.47668762502202,15.550184071683631,16.9317405214487,7738439
2018-02-14,16.524948120117188,16.732183058631417,16.256312298014763,16.670779246030982,2135411
2018-02-15,16.455867767333984,16.878010127071555,16.356089516199443,16.69380311108832,1456453
2018-02-16,16.463550567626953,16.578679810534823,16.148861822402697,16.524951463638494,1450350
2018-02-19,16.440519332885742,16.66310374008892,16.18723302213482,16.36376603852237,680658
2018-02-20,17.561115264892578,17.69927237696523,16.778234238352873,16.808936144259263,5510293
2018-02-21,17.92185401916504,19.065476498002408,17.231075832117632,17.384582421351723,11700744
2018-02-22,18.336320877075195,18.72776282491314,18.03698463991205,18.720087349023572,4368259
2018-02-23,19.111528396606445,19.111528396606445,18.24421716955071,18.297945502363955,3454412
2018-02-26,18.773815155029297,19.57204711340919,18.712412809346695,19.272709396763698,2666012
2018-02-27,19.111528396606445,19.610424092615794,18.574256784522237,18.651010081177986,2816769
2018-02-28,19.011751174926758,19.31876440197495,18.58193470736801,19.295737970594466,4293831
2018-03-01,18.551233291625977,19.16525829752611,18.22887056626763,18.919648880968563,3055660
2018-03-02,18.965700149536133,18.965700149536133,17.875805808199033,18.34399967059657,1756867
2018-03-05,18.934995651245117,19.265035271032573,18.674036782017325,19.057801806389918,1713750
2018-03-06,18.72776222229004,19.203631460588685,18.558904687165064,19.149903131090596,2609291
2018-03-07,18.152114868164062,18.796841698523764,17.745323410218823,18.420750681354086,2550969
2018-03-08,17.82974624633789,18.305616871746583,17.000814050334057,18.251890015492602,3548247
2018-03-09,18.343996047973633,18.405399854069252,17.445984422402745,17.645543863201578,2668513
2018-03-12,19.09617805480957,19.119204483894176,18.436101732778337,18.436101732778337,1979752
2018-03-13,18.789167404174805,19.188283410906855,18.63566079712212,19.09617915377401,2670414
2018-03-14,17.499711990356445,18.835215424635276,17.36155489716612,18.835215424635276,5072626
2018-03-15,17.42296028137207,17.891154073391647,17.392258376876214,17.65321870706686,2504551
2018-03-16,17.123626708984375,17.65322297348198,17.123626708984375,17.44598946156904,2554570
2018-03-19,17.06989288330078,17.22339945141813,16.594023693741637,17.22339945141813,2216541
2018-03-20,17.000818252563477,17.3155054579826,16.870336620114895,17.154324849380345,2100397
2018-03-21,16.463550567626953,17.100600607190678,16.41749769885867,17.0008223205389,3520437
2018-03-22,16.394468307495117,16.878011583102133,16.08745512319845,16.463546127511265,3134890
2018-03-23,16.256311416625977,16.61705147356424,16.12583271544274,16.37911757066239,2700325
2018-03-26,17.461336135864258,17.461336135864258,16.348415533913528,16.348415533913528,1512974
2018-03-27,17.01616668701172,17.637867047569344,16.808934697998488,17.23107561634712,1442647
2018-03-28,16.20258331298828,16.801257227194856,15.926272050353564,16.801257227194856,2206538
2018-03-29,16.118160247802734,16.571003174160694,15.980004580167247,16.417496551342083,3173505
2018-04-02,16.064428329467773,16.23328586988968,15.64996141880235,16.18723301458953,3353773
2018-04-03,16.348419189453125,16.73218575757782,15.887900772209848,15.949303130208527,2338388
2018-04-04,16.594026565551758,16.594026565551758,15.926273318029729,15.941624270399302,1805485
2018-04-05,17.154325485229492,17.223403309906942,16.83963680363993,17.000818882722687,1721854
2018-04-06,15.580883979797363,17.307829482959367,15.273872259516354,17.115946974720483,7113902
2018-04-09,14.091876029968262,16.07978217024623,14.007447244588214,16.07978217024623,8212219
2018-04-10,14.598445892333984,14.698224158263498,13.930692614432742,14.42958833759865,4009623
2018-04-11,14.345159530639648,14.529368038062955,14.084199187047092,14.199328405807076,4160780
2018-04-12,14.798002243041992,15.07431350951278,14.437262208592697,14.73659843759875,4273423
2018-04-13,14.751953125,14.936160176176436,14.368186604416373,14.798004521667565,3993616
2018-04-16,14.222352981567383,14.805677404865007,14.091872826778372,14.682871261087774,2405713
2018-04-17,14.183978080749512,14.56774309698692,13.953718192303453,14.276080864523117,6344610
2018-04-18,14.391210556030273,14.828703919303926,14.245380899445129,14.268405863902746,3805645
2018-04-19,14.467964172363281,14.583094855203209,14.183978864773591,14.514017031301695,2813368
2018-04-20,13.86928939819336,14.73659915364402,13.815562530325906,14.71357418998998,4515115
2018-04-23,13.807888984680176,14.007446996448447,13.616006450038327,13.892317768564583,4128468
2018-04-24,13.623680114746094,14.168627202175454,13.608329162535457,13.861614015986842,3331365
2018-04-25,13.853939056396484,13.938367832196706,13.262940554807107,13.585303240718941,5003100
2018-04-26,14.176302909851074,14.199327874037113,13.853938766185998,14.03047179047993,2603488
2018-04-27,14.77497673034668,14.913132372131802,14.27608103178795,14.27608103178795,3577558
2018-04-30,14.636821746826172,15.151066956316912,14.598445828829323,14.897783554327944,2288669
2018-05-02,15.289222717285156,15.542507561390362,14.375860133033623,14.659846880427208,4082250
2018-05-03,15.043612480163574,15.85719537544852,15.043612480163574,15.312248286549885,4780215
2018-05-04,15.43505573272705,15.54250947847828,15.020588774247466,15.043613740047782,2235048
2018-05-07,14.022797584533691,15.41202961801534,13.992097141335892,15.235496577729792,4195393
2018-05-08,14.053495407104492,14.168626075019253,13.662054943909688,14.107223735567473,2683219
2018-05-09,14.314457893371582,14.467963017393748,13.89999098304916,14.130249401335403,2577979
2018-05-10,14.782652854919434,14.997561803179153,14.506341559229236,14.506341559229236,2832275
2018-05-11,14.506340980529785,14.966859300140019,14.230029695862436,14.813352705434593,3445008
2018-05-14,14.107224464416504,14.821027612738227,14.091873512633974,14.514015899617592,2215541
2018-05-15,14.437262535095215,14.583093647309022,13.853938086239982,14.114899871757629,1851103
2018-05-16,14.391210556030273,14.54471715344272,13.961394133583923,14.145601171775217,2425021
2018-05-17,14.575417518615723,15.1280400393028,14.40656145090907,14.82102687691846,3878273
2018-05-18,14.160950660705566,14.560066601119425,13.91534130183732,14.560066601119425,2145214
2018-05-21,13.592976570129395,14.421910315408189,13.569951609097775,14.199325928730175,3061462
2018-05-22,13.846263885498047,13.984419519968128,13.293639883111764,13.761835116765006,3970808
2018-05-23,12.257474899291992,12.717993982893931,12.103969026260062,12.664267110396024,8377882
2018-05-24,11.704852104187012,12.126993771036615,11.443891042163225,12.126993771036615,7043175
2018-05-25,11.55902099609375,11.927435794955423,11.55902099609375,11.612747864410926,3323162
2018-05-28,10.745438575744629,11.244333561602634,10.59960745208881,11.12920361151861,2404113
2018-05-29,10.97569751739502,11.228982377204122,10.783815003463697,10.837541873043497,5684459
2018-05-30,11.228981018066406,11.26735766265823,10.829865085916147,10.921968593584758,7863486
2018-06-01,11.62809944152832,11.789280787394583,10.89894454848552,11.773930566587492,5755986
2018-06-04,12.480058670043945,12.541462484116092,11.336437529554816,11.628099788372902,3204817
2018-06-05,11.505292892456055,11.942785492740795,11.505292892456055,11.896734102554811,4316839
2018-06-06,10.991048812866211,11.827658237109233,10.921970983933358,11.72020375518556,3147395
2018-06-07,10.292594909667969,10.937321014518272,10.031633837815745,10.929644805864536,6317199
2018-06-08,9.901151657104492,10.4153982579972,9.663217777434744,10.361670662383911,5816909
2018-06-11,10.346322059631348,10.499827930529287,9.801374936500805,9.801374936500805,4728696
2018-06-12,10.591931343078613,10.783815327277853,10.208165571439297,10.492153077220875,4775313
2018-06-13,10.94499683380127,11.067801531047364,10.446101103669609,10.515178196680738,4418078
2018-06-14,10.891268730163574,11.351787055973121,10.77613878258467,11.129203369357548,3056861
2018-06-15,9.9779052734375,11.205955750313002,9.9779052734375,11.167579104261925,4928372
2018-06-18,9.970231056213379,10.31561942439515,9.670893347667894,10.016282448102675,2941217
2018-06-19,10.284917831420898,10.737761381484082,9.693919379091518,9.762997196351106,3974809
2018-06-20,10.361672401428223,10.614958006679863,10.031634225959085,10.56123113430231,2815269
2018-06-21,9.502037048339844,10.307945236936208,9.502037048339844,10.231191936640736,4170384
2018-06-22,9.878127098083496,10.046983170457732,9.402257122585366,9.601815830102057,3385686
2018-06-25,9.855100631713867,10.223516142392254,9.617166011037769,9.970230570332484,2397310
2018-06-26,9.594141006469727,10.046984620141764,9.455986084797548,9.855102092913603,3280446
2018-06-27,9.202699661254883,9.709270103426421,9.118271620352802,9.571115193973291,3186210
2018-06-28,9.463661193847656,9.548089238935868,9.018492342052692,9.056868992457536,2975830
2018-06-29,9.356204986572266,9.709269546745702,9.333179291692424,9.555762961538825,3796141
2018-07-02,10.02396011352539,10.131413865055459,9.241077550569761,9.248752295498253,4826233
2018-07-03,10.284917831420898,10.43842441744353,9.701594122590265,10.131411977651249,3713010
2018-07-04,12.134669303894043,12.29585064172661,10.898944005253979,10.898944005253979,8195212
2018-07-05,11.090826034545898,13.17850991862693,11.090826034545898,12.741018077614747,8300252
2018-07-06,11.152229309082031,11.351787303433246,10.79148997040915,11.129203611965522,2068985
2018-07-10,10.84521770477295,11.26736015646285,10.691711824683145,11.26736015646285,2562573
2018-07-11,11.083150863647461,11.796954756741027,10.415399094456163,10.438424790280791,5001499
2018-07-12,11.20595645904541,11.451566569954377,11.052450597385441,11.121527685942663,2900801
2018-07-13,11.236656188964844,11.236656188964844,10.622631316625464,10.822190022550789,3436105
2018-07-16,11.40551471710205,11.904410426953996,11.075475825226125,11.205956726062487,2689921
2018-07-17,11.66647720336914,11.712528602430702,11.413191579518061,11.474593933102225,1569396
2018-07-18,12.29585075378418,13.032681825599614,12.057916116814168,12.510759694354842,5842419
2018-07-19,12.549135208129883,12.671941359161284,12.08861690140664,12.395630082226138,2940016
2018-07-20,13.255263328552246,13.61600334879922,12.894523308305272,13.00965397447271,5513694
2018-07-23,12.971277236938477,13.784860093060967,12.971277236938477,13.623679495691357,2076988
2018-07-24,13.163161277770996,13.585303706747125,13.094083452384105,13.585303706747125,2659510
2018-07-25,13.754161834716797,13.930693411581572,13.216888698136886,13.270617036949215,3308956
2018-07-26,12.932901382446289,14.00744456123481,12.932901382446289,13.892315353366318,3398691
2018-07-27,12.88685131072998,13.33201870067357,12.764046614504585,13.02500549560396,2833876
2018-07-30,12.810097694396973,13.009655686981622,12.679616060297311,12.994304734204476,1496468
2018-07-31,13.255263328552246,13.408769907104903,12.75636768050906,12.764044620393173,2254456
2018-08-01,13.393421173095703,13.477849951724075,13.10175891847377,13.278291952379103,2195233
2018-08-02,13.239912986755371,13.516224255056517,13.178510645411333,13.339692706755656,1211160
2018-08-03,13.700434684753418,13.761837034797304,13.193863466258648,13.37039503957155,5821411
2018-08-06,13.124785423278809,13.807888203838278,13.124785423278809,13.784861773761168,2792960
2018-08-07,12.526111602783203,13.385745966167145,12.395631426140271,13.355045523460305,4214100
2018-08-08,12.449357032775879,12.871499426972866,12.280500221547685,12.364928261035278,2824572
2018-08-09,12.280502319335938,12.656592653896173,12.280502319335938,12.51843699090453,2427021
2018-08-10,11.681825637817383,12.26514937209959,11.566695693277062,12.242123676092731,3009643
2018-08-13,11.605072975158691,11.628099404675934,11.15990485711501,11.543669895365761,2404713
2018-08-14,11.574372291564941,11.827657901209925,11.489943510932251,11.720203422337903,1948039
2018-08-15,11.727877616882324,12.21142311525485,11.49761844852883,11.981163214648303,4064744
2018-08-16,12.633563995361328,12.948251188045832,11.950461278126424,11.988837925777633,5482982
2018-08-17,12.418654441833496,12.802420899198992,11.896733817223543,12.39562947954572,4693582
2018-08-20,12.14234447479248,12.541461925968264,12.050240954542485,12.380279850214464,2042875
2018-08-21,11.34411334991455,12.387956253165601,11.34411334991455,12.3572543451996,3029350
2018-08-22,11.866033554077148,11.866033554077148,11.344112157320641,11.344112157320641,3231127
2018-08-23,11.482269287109375,12.05791762722469,11.466918332751552,11.743229653167402,2645805
2018-08-24,11.244333267211914,11.743228240008223,11.129203320142137,11.643449245448963,1868109
2018-08-27,11.981163024902344,12.126994146526348,11.305735751227225,11.336436924371272,3839558
2018-08-28,11.950462341308594,12.449358072905948,11.735554120496554,12.126994643308285,2500749
2018-08-29,13.009654998779297,13.009654998779297,12.019539100115026,12.134669043094197,3948900
2018-08-30,12.157694816589355,13.36271738762113,12.157694816589355,13.048030211806509,3745822
2018-08-31,12.14234447479248,12.572162367131883,12.019539781125818,12.39563080304932,2626997
2018-09-03,11.781603813171387,12.196070706071097,11.781603813171387,12.196070706071097,1587102
