Price,Adj Close,Close,High,Low,Open,Volume,Return,close,MA_5,MA_20,MA_ratio,ret_1d,ret_3d,ret_5d,vol_5,vol_20,ATR_14,ATR_pct,RSI_14,MACD,MACD_signal,MACD_hist,target_ret_5d,target_bin_5d,pred_reg,pred_proba,Signal,Ticker
2018-01-02,4.54861307144165,16.549999237060547,16.549999237060547,16.190000534057617,16.190000534057617,33461800,,4.54861307144165,4.54861307144165,4.54861307144165,1.0,,,,,,0.3599987030029297,0.0791447189173271,,0.0,0.0,0.0,4.003721826711086,1,2.853011742694153,0.7850204033902982,BUY,PETR4
2018-01-02,22.8037223815918,41.720001220703125,41.7400016784668,40.43999862670898,40.43999862670898,14156500,4.01333527900282,22.8037223815918,13.676167726516724,13.676167726516724,1.0,4.01333527900282,,,,,18.77569365501404,0.8233609119084273,99.99999999452208,1.4562480361373344,0.2912496072274669,1.1649984289098676,-0.7971573100001188,0,-0.46323484362007333,0.22067515025932768,HOLD,PETR4
2018-01-03,4.589840412139893,16.700000762939453,16.719999313354492,16.3700008392334,16.489999771118164,55940900,-0.7987240707751722,4.589840412139893,10.64739195505778,10.64739195505778,1.0,-0.7987240707751722,,,,,14.661702950795492,3.1943818595557354,92.87212445314012,1.1276284425435,0.4585253742906735,0.6691030682528266,4.036183848621067,1,3.161629442726925,0.8738483387568832,BUY,PETR4
2018-01-03,22.667081832885746,41.470001220703125,41.880001068115234,41.29999923706055,41.83000183105469,12744200,3.938533760984909,22.667081832885746,13.652314424514772,13.652314424514772,1.0,3.938533760984909,3.983295232386424,,,,20.31881737709045,0.8964019950557379,93.37672446202583,2.2993716270802675,0.8266946248485925,1.472677002231675,-0.7935094086803025,0,-0.5997861232102156,0.13468111564561724,HOLD,PETR4
2018-01-04,4.598085880279541,16.729999542236328,16.959999084472656,16.6200008392334,16.780000686645508,37064900,-0.7971469854752733,4.598085880279541,11.841468715667729,11.841468715667729,1.0,-0.7971469854752733,-0.7983624864688177,,,,17.46447010040283,3.7982044170390914,86.76495025497475,1.7497989848190605,1.011315496842686,0.7384834879763742,4.138893183938208,1,3.2387362537523705,0.9075522970544447,BUY,PETR4
2018-01-04,22.759994506835938,41.63999938964844,42.369998931884766,41.52000045776367,41.810001373291016,18433000,3.94988460403707,22.759994506835938,15.483745002746582,13.66122301419576,1.1334084061622438,3.94988460403707,3.95877687743498,4.003721826711086,2.610155977542602,,20.84904392560323,0.9160390578891064,87.70715227189352,2.748094622945759,1.3586713220633009,1.3894233008824584,-0.7943523611238678,0,-0.5750258092293534,0.1836389859487203,HOLD,PETR4
2018-01-05,4.625568389892578,16.829999923706055,16.860000610351562,16.56999969482422,16.700000762939453,26958200,-0.7967675963848193,4.625568389892578,11.84811420440674,12.370415210723875,0.9577782154099116,-0.7967675963848193,-0.7959345440231422,-0.7971573100001188,2.5971695989359045,,18.754894052233016,4.054613935276518,81.47057581383508,2.05229687570543,1.4973964327917266,0.5549004429137034,4.089452936543608,1,3.0305827340800398,0.9418181722842291,BUY,PETR4
2018-01-05,23.115280151367188,42.290000915527344,42.290000915527344,41.310001373291016,41.56999969482422,15251300,3.997284269296904,23.115280151367188,15.553202152252195,13.71352332830429,1.1341507051036888,3.997284269296904,4.0271527660031206,4.036183848621067,2.6066271193320856,,21.118586361408237,0.9136201777835318,82.81252000321038,2.958730953561206,1.7896633369456223,1.1690676166155836,-0.8002479399399162,0,-0.549323721710525,0.18923941650543963,HOLD,PETR4
2018-01-08,4.680539131164551,17.030000686645508,17.030000686645508,16.709999084472656,16.739999771118164,28400000,-0.7975131990391338,4.680539131164551,11.95589361190796,12.709858417510986,0.9406787407982252,-0.7975131990391338,-0.7943523611238678,-0.7935094086803025,2.6130885614195485,,19.483774662017822,4.162720173043425,76.83752582970449,2.164604739972656,1.8646516175510293,0.2999531224216267,3.9596147110546847,1,2.916874026102219,0.9367652647069726,BUY,PETR4
2018-01-08,23.62907218933105,43.22999954223633,43.22999954223633,42.400001525878906,42.400001525878906,14542800,4.048365482514826,23.62907218933105,15.76209087371826,13.801779794692994,1.1420332093531185,4.048365482514826,4.108360788906161,4.138893183938208,2.626917574574592,,21.39034323692322,0.9052553170742498,78.55061352700939,3.029322112998072,2.097585716640438,0.9317363963576336,0.0016195745081364,0,-0.2902747083935212,0.21759018648123302,HOLD,PETR4
